ENSPID,UniProtID,MolecularWeight
ENSP00000368314,Q92823,143890.0
ENSP00000334140,Q6PID8,49098.0
ENSP00000373301,O60239,50425.0
ENSP00000280665,Q8IZD4,67723.0
ENSP00000456782,Q9NXF8,35140.0
ENSP00000263980,P19634,90763.0
ENSP00000380074,Q8NBW4,63776.0
ENSP00000426237,Q86VE9,47009.0
ENSP00000238651,P49753,53218.0
ENSP00000336923,A1A4S6,89375.0
ENSP00000306220,Q8N4V1,14686.0
ENSP00000381773,O95985,96662.0
ENSP00000307975,O95568,42148.0
ENSP00000348108,O75525,38800.0
ENSP00000217901,P51553,42794.0
ENSP00000280346,P10515,68997.0
ENSP00000254810,P84243,15328.0
ENSP00000355778,P84243,15328.0
ENSP00000264758,P35611,80955.0
ENSP00000432886,Q96LT9,58575.0
ENSP00000303570,Q8IV38,49299.0
ENSP00000354415,Q9BPX6,54351.0
ENSP00000302232,Q96Q83,33375.0
ENSP00000249396,Q8IXJ6,43182.0
ENSP00000323421,Q14683,143233.0
ENSP00000240333,P78383,35760.0
ENSP00000280614,Q9UK39,48196.0
ENSP00000407586,P01112,21298.0
ENSP00000287675,Q9Y2C4,41085.0
ENSP00000294952,Q6ZMI0,88314.0
ENSP00000358674,P11441,17777.0
ENSP00000381824,H9KVA8,25940.0
ENSP00000353850,O14713,21782.0
ENSP00000351075,Q9UGT4,90208.0
ENSP00000358541,Q9BRV8,23721.0
ENSP00000192788,Q6BDS2,159485.0
ENSP00000265437,Q9NRC1,67166.0
ENSP00000387307,Q9H0N0,28355.0
ENSP00000206474,Q9H6D7,42400.0
ENSP00000420176,Q9NR33,12209.0
ENSP00000305071,O14593,28102.0
ENSP00000261461,Q15172,56194.0
ENSP00000354622,Q96C34,67643.0
ENSP00000300935,P61006,23668.0
ENSP00000366452,Q9NRS6,38291.0
ENSP00000170564,Q9BRR8,103345.0
ENSP00000365063,Q7L211,38548.0
ENSP00000406463,Q99615,56441.0
ENSP00000368981,Q9H1N7,44593.0
ENSP00000400168,G3V325,84110.0
ENSP00000267202,Q9H9H4,31307.0
ENSP00000364398,Q5JVS0,45785.0
ENSP00000299335,Q9Y6N1,31430.0
ENSP00000365807,O95837,41571.0
ENSP00000379869,Q8TE02,33197.0
ENSP00000282058,Q96CS2,31863.0
ENSP00000040738,Q8NFC6,330466.0
ENSP00000347277,Q86TS9,13664.0
ENSP00000308741,O15516,95304.0
ENSP00000218224,O60828,30472.0
ENSP00000225567,O14653,24775.0
ENSP00000258052,O60906,47646.0
ENSP00000404122,Q96LB3,69239.0
ENSP00000462333,Q8NFI3,83987.0
ENSP00000292852,Q96EF6,31479.0
ENSP00000312224,Q96FN9,18660.0
ENSP00000357625,Q12983,21541.0
ENSP00000304670,Q5M7Z0,49710.0
ENSP00000358777,Q15904,52026.0
ENSP00000239231,Q9H999,41094.0
ENSP00000359505,Q5VUM1,12213.0
ENSP00000299563,Q8NCN4,77194.0
ENSP00000317272,P08581,155541.0
ENSP00000319482,Q8IWE4,34291.0
ENSP00000264071,P04350,49586.0
ENSP00000359819,Q9UJG1,24086.0
ENSP00000337618,Q8N8Q9,39185.0
ENSP00000370430,P41247,27980.0
ENSP00000261789,O15321,68861.0
ENSP00000433967,E9PSI1,92387.0
ENSP00000409463,Q8NDX6,21857.0
ENSP00000439937,Q9NSC5,39836.0
ENSP00000401115,Q9UHA2,8835.0
ENSP00000314508,P04062,59716.0
ENSP00000291906,Q6P5Z2,99421.0
ENSP00000223528,O75072,53724.0
ENSP00000386862,Q9P0V3,107496.0
ENSP00000354425,A0A0C4DFT8,87537.0
ENSP00000364965,Q96T21,95462.0
ENSP00000251166,P57737,100605.0
ENSP00000460885,A0A0A6YYL4,114166.0
ENSP00000233379,Q96GK7,34596.0
ENSP00000410470,Q6P2I3,34613.0
ENSP00000245960,P30305,64987.0
ENSP00000215917,Q9UH36,38573.0
ENSP00000348211,Q96AG3,46174.0
ENSP00000482032,Q92551,50236.0
ENSP00000321826,Q5T5C0,127573.0
ENSP00000287078,Q2T9J0,59309.0
ENSP00000264313,Q9P270,62543.0
ENSP00000284551,Q96F44,52774.0
ENSP00000324105,P13929,46987.0
ENSP00000290524,P48382,65323.0
ENSP00000356848,Q96BN2,37382.0
ENSP00000262301,Q96S06,64873.0
ENSP00000287706,Q96AB6,34677.0
ENSP00000427108,Q9NXV6,61125.0
ENSP00000411096,A0A0A0MT16,576160.0
ENSP00000310301,Q02447,81925.0
ENSP00000332973,P84022,48081.0
ENSP00000216237,Q969R5,79110.0
ENSP00000277570,Q86WR7,45802.0
ENSP00000287152,Q6ZMV9,92569.0
ENSP00000270233,P50895,67405.0
ENSP00000358510,Q9BWH2,20676.0
ENSP00000321320,Q9BTY7,42129.0
ENSP00000366565,Q9UK41,25425.0
ENSP00000258886,P48200,105059.0
ENSP00000461388,Q8WZ82,24418.0
ENSP00000290246,Q96JJ3,82615.0
ENSP00000235532,Q8WVF1,44586.0
ENSP00000408979,Q12840,117378.0
ENSP00000298317,Q96CM3,42205.0
ENSP00000360421,Q9Y546,48571.0
ENSP00000272902,Q8NBK3,40556.0
ENSP00000301671,Q8N2G8,57523.0
ENSP00000393795,,
ENSP00000256196,P62070,23400.0
ENSP00000327179,Q969X6,76890.0
ENSP00000254442,Q9Y4E6,163810.0
ENSP00000292539,Q96I34,57811.0
ENSP00000301019,Q9H211,60390.0
ENSP00000156109,Q92917,52229.0
ENSP00000222329,P50548,58703.0
ENSP00000311083,P61024,9660.0
ENSP00000349087,Q4ZIN3,67889.0
ENSP00000285071,Q8NFG4,64473.0
ENSP00000445043,Q5TBA9,338875.0
ENSP00000380401,Q8IWF2,77791.0
ENSP00000404991,A0PK00,40246.0
ENSP00000352941,Q6PI47,46739.0
ENSP00000453793,O14770,51790.0
ENSP00000483056,,
ENSP00000347942,P07949,124319.0
ENSP00000310547,Q3MIX3,65828.0
ENSP00000363071,P17661,53536.0
ENSP00000369857,Q6UWZ7,46663.0
ENSP00000290663,Q96G25,29080.0
ENSP00000290649,Q9UKV5,72996.0
ENSP00000386302,Q3KRA6,14609.0
ENSP00000342098,O43278,58398.0
ENSP00000271375,O95562,17779.0
ENSP00000318977,Q17RS7,102884.0
ENSP00000372445,Q9H7H0,50734.0
ENSP00000350934,Q9H5N1,63543.0
ENSP00000301945,Q9H6X2,62789.0
ENSP00000248958,Q9HCN8,23598.0
ENSP00000378416,P13196,70581.0
ENSP00000382071,P50747,80760.0
ENSP00000360183,O14662,37031.0
ENSP00000238714,Q9BWT3,82803.0
ENSP00000295951,Q14BN4,95198.0
ENSP00000316512,Q86UE8,87661.0
ENSP00000386456,Q2M2I8,103885.0
ENSP00000442682,O75689,43395.0
ENSP00000361731,Q9NVG8,46554.0
ENSP00000229281,Q99622,13178.0
ENSP00000347648,Q96ME7,64682.0
ENSP00000349486,Q14160,177724.0
ENSP00000275732,O75420,114601.0
ENSP00000385689,Q6IC98,66408.0
ENSP00000404179,Q8N1I0,225206.0
ENSP00000366673,O75503,41497.0
ENSP00000264080,Q9NPR9,60633.0
ENSP00000364883,Q13825,35609.0
ENSP00000324464,P48730,47330.0
ENSP00000353791,P48067,78260.0
ENSP00000358413,Q9H6R6,47663.0
ENSP00000373565,Q6ZRV2,127122.0
ENSP00000377007,Q96H22,39555.0
ENSP00000284061,P52429,63927.0
ENSP00000315182,Q6PI26,65125.0
ENSP00000379999,O60830,18273.0
ENSP00000376945,Q5XUX1,50760.0
ENSP00000388648,O14757,54434.0
ENSP00000363458,Q5SW96,33885.0
ENSP00000269195,Q10472,64219.0
ENSP00000233154,O43639,42915.0
ENSP00000367203,O15550,154177.0
ENSP00000310978,Q8IUZ5,49711.0
ENSP00000347206,O43292,67623.0
ENSP00000457408,O60268,46639.0
ENSP00000361021,P60484,47166.0
ENSP00000262960,Q86TI2,98263.0
ENSP00000356389,Q9NU53,36840.0
ENSP00000365401,O60826,70756.0
ENSP00000367715,Q9UHG0,52834.0
ENSP00000357131,Q8N392,74977.0
ENSP00000378427,Q7Z6I8,20132.0
ENSP00000450385,P14649,22764.0
ENSP00000368459,Q9UHK0,56300.0
ENSP00000446007,P08670,53652.0
ENSP00000340668,Q9NWD8,35052.0
ENSP00000296121,Q96AT1,17465.0
ENSP00000364133,P36897,55960.0
ENSP00000363746,O15213,68071.0
ENSP00000357973,Q8WV93,54845.0
ENSP00000218516,P06280,48767.0
ENSP00000376902,Q8N9N5,56494.0
ENSP00000401338,Q9HCN3,84761.0
ENSP00000356607,Q86X27,65167.0
ENSP00000378320,Q9ULT0,96185.0
ENSP00000362027,Q96GJ1,56476.0
ENSP00000353769,Q9H7N4,139270.0
ENSP00000416787,Q8NCW6,68919.0
ENSP00000289921,Q86V87,82340.0
ENSP00000371110,O75600,45285.0
ENSP00000344909,,
ENSP00000382688,P29375,192095.0
ENSP00000457593,O94916,165763.0
ENSP00000359740,Q9Y4E5,121484.0
ENSP00000319417,Q8IX90,46359.0
ENSP00000361014,A0A499FIS5,49972.0
ENSP00000298198,Q6PCE3,70442.0
ENSP00000377470,P09543,47579.0
ENSP00000319851,Q8NE62,65358.0
ENSP00000363929,Q14686,219145.0
ENSP00000365840,O75354,53246.0
ENSP00000359859,Q9H4K7,43955.0
ENSP00000303769,Q7Z591,155139.0
ENSP00000257770,P21589,63368.0
ENSP00000451000,Q9Y2K1,82016.0
ENSP00000360270,Q96E52,60120.0
ENSP00000216513,Q9UIU6,82933.0
ENSP00000332444,Q9H0L4,64437.0
ENSP00000359321,Q9Y483,67090.0
ENSP00000436005,Q9Y296,24340.0
ENSP00000372221,P36952,42100.0
ENSP00000312678,O15344,75251.0
ENSP00000341874,O14730,59093.0
ENSP00000377566,Q96BJ8,81467.0
ENSP00000393667,Q8IXS8,58647.0
ENSP00000199389,Q9BQI3,71106.0
ENSP00000368152,Q3KRA9,26483.0
ENSP00000258484,Q52LR7,91095.0
ENSP00000351536,Q6ZRP7,77529.0
ENSP00000360623,Q13415,97350.0
ENSP00000269187,Q13433,85047.0
ENSP00000362244,Q3KQU3,92820.0
ENSP00000343658,O95819,142101.0
ENSP00000465776,P13994,44802.0
ENSP00000285379,P00918,29246.0
ENSP00000361540,Q12834,54723.0
ENSP00000361993,O60220,10998.0
ENSP00000357750,O43734,64666.0
ENSP00000446335,Q5T0B9,45814.0
ENSP00000352925,Q9Y4A5,437600.0
ENSP00000387362,Q14139,122561.0
ENSP00000294740,Q9Y2X9,96915.0
ENSP00000312185,Q92556,83829.0
ENSP00000484669,Q10570,160884.0
ENSP00000264930,Q9Y666,119106.0
ENSP00000351147,Q8WV16,55694.0
ENSP00000373364,Q8NBJ4,45333.0
ENSP00000296782,Q6R327,192218.0
ENSP00000446271,Q8ND56,50530.0
ENSP00000393139,O00311,63888.0
ENSP00000256443,P50613,39038.0
ENSP00000261558,Q9H0R1,54767.0
ENSP00000240123,O60504,75341.0
ENSP00000339613,Q9Y2G5,49976.0
ENSP00000353920,P78563,80763.0
ENSP00000234195,A0A0C4DFM4,65228.0
ENSP00000382628,Q99708,101942.0
ENSP00000364956,Q8IWE5,112780.0
ENSP00000476369,Q9UKT8,51512.0
ENSP00000418754,Q13308,118392.0
ENSP00000347978,,
ENSP00000387219,Q9UMS0,28463.0
ENSP00000308576,O00212,23466.0
ENSP00000373715,Q8IU60,48423.0
ENSP00000349781,Q0IIM8,128709.0
ENSP00000333813,Q9BV10,54655.0
ENSP00000355607,O15228,77188.0
ENSP00000263960,Q9H8M1,27071.0
ENSP00000357596,Q8TEY5,43432.0
ENSP00000341361,O43567,42814.0
ENSP00000274849,Q9ULW3,31079.0
ENSP00000314544,P86790,55866.0
ENSP00000325681,P86791,55866.0
ENSP00000383044,Q9UHP3,122218.0
ENSP00000377197,Q4G0P3,575892.0
ENSP00000355384,Q86WA9,65299.0
ENSP00000389060,Q9H3L0,32940.0
ENSP00000219368,Q7L5A8,42791.0
ENSP00000254337,Q66K64,66463.0
ENSP00000264990,Q709F0,87264.0
ENSP00000275493,P00533,134277.0
ENSP00000338057,Q8TCC3,18546.0
ENSP00000269980,P12694,50471.0
ENSP00000443246,F5H5P2,54203.0
ENSP00000436047,Q11206,38045.0
ENSP00000413929,Q9P2K3,55581.0
ENSP00000362435,Q8NCS4,16885.0
ENSP00000348472,Q7Z7A4,64950.0
ENSP00000373215,Q9ULU8,152786.0
ENSP00000258214,Q96A19,62596.0
ENSP00000319831,Q9H4E7,73910.0
ENSP00000359073,Q9UKW4,97776.0
ENSP00000445359,,
ENSP00000451211,Q8NHV4,71966.0
ENSP00000354718,Q12802,307550.0
ENSP00000376141,Q6ZSS7,88088.0
ENSP00000245908,Q9BRG2,63093.0
ENSP00000370546,P51689,64860.0
ENSP00000268797,Q3B7J2,42255.0
ENSP00000464036,P21127,92620.0
ENSP00000384442,Q9UQ88,91362.0
ENSP00000297661,Q9NZ09,55084.0
ENSP00000259154,Q9Y597,88984.0
ENSP00000263997,Q96CW6,35028.0
ENSP00000264042,O94887,119888.0
ENSP00000347498,Q96K21,51546.0
ENSP00000367239,Q96BW5,39018.0
ENSP00000263805,Q9H2Y7,208883.0
ENSP00000313034,Q969U6,63922.0
ENSP00000298532,Q5SXM2,159433.0
ENSP00000367705,Q6W2J9,192189.0
ENSP00000385215,Q5TB80,161943.0
ENSP00000323288,Q8IZ73,61311.0
ENSP00000338191,Q13425,57950.0
ENSP00000340330,Q92993,58582.0
ENSP00000378235,Q9UHJ3,98141.0
ENSP00000297625,Q6NSJ0,81087.0
ENSP00000376368,Q92558,61652.0
ENSP00000383611,Q96S94,58147.0
ENSP00000325290,Q8TF76,88495.0
ENSP00000278882,,
ENSP00000384515,Q9HBI1,41714.0
ENSP00000354649,A0A087WU53,41532.0
ENSP00000310120,Q5I7T1,55448.0
ENSP00000266483,Q5BKT4,55606.0
ENSP00000263373,Q9H254,288985.0
ENSP00000350263,O95427,105810.0
ENSP00000357315,Q3T8J9,248620.0
ENSP00000264538,Q9NWB7,49108.0
ENSP00000358474,P46736,36072.0
ENSP00000282074,Q9HBM1,26153.0
ENSP00000367407,O60551,56980.0
ENSP00000366746,Q92783,59180.0
ENSP00000253110,Q9NUL5,33110.0
ENSP00000476948,Q8IXW5,69509.0
ENSP00000349723,Q9C0K0,95519.0
ENSP00000363667,P26045,103990.0
ENSP00000383986,Q96GN5,52206.0
ENSP00000445446,Q6P1S2,33765.0
ENSP00000323879,Q8NHG8,24115.0
ENSP00000418734,Q5VVJ2,95032.0
ENSP00000396995,Q8NDF8,63267.0
ENSP00000263245,Q9NP61,56928.0
ENSP00000457991,Q6ZVD8,146751.0
ENSP00000273179,O15194,31129.0
ENSP00000318604,Q9H063,28771.0
ENSP00000230124,Q92562,103635.0
ENSP00000398596,Q96BW9,51067.0
ENSP00000319974,Q8WY36,105130.0
ENSP00000221086,Q96QG7,63462.0
ENSP00000265728,Q9UBU7,76858.0
ENSP00000199448,Q9UM22,25437.0
ENSP00000361423,P00519,122873.0
ENSP00000454852,O95149,41143.0
ENSP00000263370,Q96DU7,75207.0
ENSP00000368648,Q6NXT4,51116.0
ENSP00000260356,P07996,129383.0
ENSP00000364150,Q8IXK2,66938.0
ENSP00000415454,Q02742,49799.0
ENSP00000392028,Q9P2D1,335927.0
ENSP00000242057,P35869,96147.0
ENSP00000463188,O95361,63955.0
ENSP00000402644,H0Y626,107972.0
ENSP00000446874,F8VZ95,28371.0
ENSP00000290155,P57076,33224.0
ENSP00000262904,O00716,49162.0
ENSP00000263549,Q9H0J9,79064.0
ENSP00000359222,Q96MV1,30041.0
ENSP00000363545,Q9HCK1,265618.0
ENSP00000359160,Q9NUP7,54247.0
ENSP00000276603,P54274,50246.0
ENSP00000357644,Q8WXI9,65261.0
ENSP00000243344,Q7Z4L5,150937.0
ENSP00000359506,Q06787,71174.0
ENSP00000362082,P30281,32520.0
ENSP00000009041,O95772,26655.0
ENSP00000316543,Q70E73,135256.0
ENSP00000297044,O43739,46349.0
ENSP00000361475,P62166,21879.0
ENSP00000364324,Q9NX05,120576.0
ENSP00000345974,A0A3F2YNX7,53063.0
ENSP00000311344,P30154,66214.0
ENSP00000311401,Q8IWF6,69575.0
ENSP00000261407,Q6P1A2,56035.0
ENSP00000306999,Q56NI9,68307.0
ENSP00000354724,Q3KNV8,28115.0
ENSP00000261439,Q86TI0,133084.0
ENSP00000341171,Q765P7,79929.0
ENSP00000260570,Q9UG01,197576.0
ENSP00000228567,Q6XYQ8,59127.0
ENSP00000273541,Q9ULR0,32992.0
ENSP00000411822,,37566.0746
ENSP00000391592,P29350,67561.0
ENSP00000439807,O75970,221618.0
ENSP00000282369,Q9NQ86,83013.0
ENSP00000262888,,
ENSP00000381666,Q4G148,50567.0
ENSP00000275015,O00221,52864.0
ENSP00000477981,O95258,36202.0
ENSP00000384651,Q13615,133619.0
ENSP00000338290,Q9H116,80492.0
ENSP00000316948,Q9HAZ1,57492.0
ENSP00000280190,Q8IZU2,147703.0
ENSP00000380352,O94830,81032.0
ENSP00000401720,P32189,61245.0
ENSP00000347847,A0A499FIJ6,109535.0
ENSP00000359417,Q13613,74678.0
ENSP00000358262,Q86WJ1,101000.0
ENSP00000328287,Q5XPI4,148515.0
ENSP00000361092,O75683,41450.0
ENSP00000439768,P56557,17936.0
ENSP00000364847,Q9Y5V3,86161.0
ENSP00000305839,Q7Z2K8,102399.0
ENSP00000349770,Q13568,56044.0
ENSP00000380824,Q9P0V9,52593.0
ENSP00000313983,Q9BZ95,161613.0
ENSP00000313681,Q9NYA1,42518.0
ENSP00000368920,Q5JS37,38283.0
ENSP00000379612,Q86VP1,90877.0
ENSP00000308122,Q9HBG4,96386.0
ENSP00000483059,P49116,65414.0
ENSP00000303997,Q9BX10,65768.0
ENSP00000269385,Q9HC52,43396.0
ENSP00000233027,P51957,94597.0
ENSP00000442924,Q9UPS6,212803.0
ENSP00000347883,Q6IQ23,127135.0
ENSP00000157600,Q9NZU5,40833.0
ENSP00000384527,Q9NUA8,138118.0
ENSP00000238616,Q8TD19,107168.0
ENSP00000403397,Q8IUH5,72640.0
ENSP00000351686,Q9NQV6,130136.0
ENSP00000355621,Q8NBP0,96813.0
ENSP00000368022,Q96CV9,65922.0
ENSP00000311816,Q13127,121872.0
ENSP00000393183,Q9Y4B6,169007.0
ENSP00000263062,Q9H2F5,93463.0
ENSP00000382814,Q9H0X4,59660.0
ENSP00000471331,B4DGG1,57547.0
ENSP00000292408,P22455,87954.0
ENSP00000310593,Q49MG5,74234.0
ENSP00000359300,P41208,19738.0
ENSP00000348772,O00562,134848.0
ENSP00000452252,G3V599,151720.0
ENSP00000379462,Q96PC5,159836.0
ENSP00000339245,Q96MU7,84700.0
ENSP00000353646,Q58EX7,130803.0
ENSP00000479134,Q68DA7,157578.0
ENSP00000403310,Q16560,29450.0
ENSP00000301050,P54284,54532.0
ENSP00000272203,Q9Y2H5,117128.0
ENSP00000296015,Q96N46,88319.0
ENSP00000431512,Q00613,57260.0
ENSP00000274000,Q63HQ0,34280.0
ENSP00000482264,O75907,55278.0
ENSP00000263663,Q53T94,68832.0
ENSP00000340596,Q7Z3V4,123098.0
ENSP00000317542,,
ENSP00000217289,Q9BQL6,77437.0
ENSP00000365601,Q5T6J7,20578.0
ENSP00000340672,Q9UH62,42501.0
ENSP00000415434,,
ENSP00000265965,Q9UGK8,48981.0
ENSP00000249066,Q9BQE5,37078.0
ENSP00000337008,Q9H582,149565.0
ENSP00000361042,Q15526,33331.0
ENSP00000356621,Q9UJF2,128558.0
ENSP00000406229,Q14517,506273.0
ENSP00000261537,Q86YT6,110136.0
ENSP00000366522,Q9C0H5,121286.0
ENSP00000323148,P17029,63630.0
ENSP00000302108,A0A8C8KBT8,50962.0
ENSP00000376955,Q68D51,106865.0
ENSP00000263277,Q9NZN4,61161.0
ENSP00000286688,Q96NL8,23381.0
ENSP00000358335,O43318,67196.0
ENSP00000368716,Q6N069,101462.0
ENSP00000359077,P32004,140003.0
ENSP00000370621,O96006,78156.0
ENSP00000382218,Q19AV6,15386.0
ENSP00000362018,Q92674,86720.0
ENSP00000314157,A0A7P0T8U4,45389.0
ENSP00000269445,Q7RTS9,75935.0
ENSP00000285116,Q96BD8,29484.0
ENSP00000231509,P04150,85659.0
ENSP00000344299,Q7Z6K3,46405.0
ENSP00000362727,Q8TEH3,110577.0
ENSP00000362300,Q9UL18,97214.0
ENSP00000351937,Q9BSJ5,67315.0
ENSP00000307214,O60294,75602.0
ENSP00000356746,Q8IZE3,82857.0
ENSP00000419270,Q9H875,20997.0
ENSP00000363023,Q9Y2H0,108012.0
ENSP00000362441,P46100,282587.0
ENSP00000356669,Q5TC82,125736.0
ENSP00000383599,O94967,101949.0
ENSP00000388325,P55268,195981.0
ENSP00000415430,Q9NYZ3,78505.0
ENSP00000258796,Q9C0H2,57545.0
ENSP00000436926,Q6P4R8,139001.0
ENSP00000413029,Q9BPX7,46451.0
ENSP00000345359,Q9NZ53,65076.0
ENSP00000355500,Q5SW79,175293.0
ENSP00000311500,Q6P582,16221.0
ENSP00000281871,Q6NZ67,16226.0
ENSP00000318914,Q8ND90,39761.0
ENSP00000311405,O43306,130615.0
ENSP00000482438,Q15528,22221.0
ENSP00000377655,Q9BQF6,119658.0
ENSP00000434033,P47736,73361.0
ENSP00000353735,Q9NS56,119198.0
ENSP00000365637,Q5T5P2,214116.0
ENSP00000358997,P51617,76537.0
ENSP00000309117,Q9NWB1,42784.0
ENSP00000413035,O43251,41374.0
ENSP00000392316,Q12894,48048.0
ENSP00000174618,Q99583,62300.0
ENSP00000369373,Q9C035,56338.0
ENSP00000263209,Q8WYQ5,86045.0
ENSP00000321856,Q96HD1,45440.0
ENSP00000328992,Q9Y5B6,104804.0
ENSP00000272322,Q9P1Q0,110589.0
ENSP00000370200,Q92966,46753.0
ENSP00000278829,Q9Y5Q0,51145.0
ENSP00000308334,Q99766,23226.0
ENSP00000259371,Q5VWQ8,131625.0
ENSP00000385450,Q96QZ7,164581.0
ENSP00000265276,Q9HCL2,93795.0
ENSP00000377225,Q14320,40242.0
ENSP00000437402,P09104,47269.0
ENSP00000421917,Q12766,141106.0
ENSP00000457788,Q9NTJ4,115835.0
ENSP00000371341,A0A499FJ16,119349.0
ENSP00000296043,Q8TF72,216857.0
ENSP00000381007,Q8IVL0,255648.0
ENSP00000378161,P14621,11140.0
ENSP00000334061,Q9UBN7,131419.0
ENSP00000295822,Q9GZV4,16793.0
ENSP00000336702,P63241,16832.0
ENSP00000430706,Q6IS14,16773.0
ENSP00000252071,Q9C0K3,23712.0
ENSP00000256001,Q9P1U1,47608.0
ENSP00000376534,Q9UIF8,240459.0
ENSP00000320869,Q8WV44,71670.0
ENSP00000354733,Q9Y2G9,150275.0
ENSP00000370337,O94986,195626.0
ENSP00000355205,,
ENSP00000354519,,
ENSP00000409952,Q8N1B4,82221.0
ENSP00000307134,Q9UQB3,132656.0
ENSP00000354730,Q96JM3,89099.0
ENSP00000360488,Q70Z53,37548.0
ENSP00000454229,Q13286,47623.0
ENSP00000485589,,
ENSP00000363255,P49796,132336.0
ENSP00000298292,Q9NVR5,91114.0
ENSP00000361010,Q9GZR2,46672.0
ENSP00000401878,Q8NFY9,68823.0
ENSP00000379396,Q8IVL1,268167.0
ENSP00000325785,Q69YQ0,124544.0
ENSP00000480012,P29274,44707.0
ENSP00000395535,P51608,52441.0
ENSP00000314776,Q68D91,31372.0
ENSP00000309794,Q8TBP0,86372.0
ENSP00000344989,Q5D0E6,59363.0
ENSP00000351475,Q96RG2,142929.0
ENSP00000369756,,
ENSP00000351185,P51530,120415.0
ENSP00000316891,Q9UPQ0,121867.0
ENSP00000272298,P0DP24,16838.0
ENSP00000349467,P0DP23,16838.0
ENSP00000291295,P0DP25,16838.0
ENSP00000280886,Q9Y2E4,170767.0
ENSP00000345772,A0A1X7SBS4,48658.0
ENSP00000440847,O15231,73525.0
ENSP00000261866,Q96JI7,278868.0
ENSP00000298283,Q96L21,24519.0
ENSP00000413436,,
ENSP00000312995,Q9HAW4,151094.0
ENSP00000349396,O14678,68597.0
ENSP00000280700,Q96IV0,74390.0
ENSP00000406549,P21675,214714.0
ENSP00000307208,Q12830,338262.0
ENSP00000243077,Q07954,504606.0
ENSP00000296137,Q9BQS8,166983.0
ENSP00000252998,Q8NC74,71432.0
ENSP00000262367,Q92793,265351.0
ENSP00000263253,Q09472,264161.0
ENSP00000386660,Q9Y4C1,147341.0
ENSP00000252595,Q6PCB7,71108.0
ENSP00000360158,P08F94,446702.0
ENSP00000260197,Q92673,248426.0
ENSP00000231887,Q08426,79495.0
ENSP00000444596,O75592,513636.0
ENSP00000310561,A7KAX9,230529.0
ENSP00000362643,P46020,137312.0
ENSP00000350447,Q562F6,144739.0
ENSP00000361483,Q5VW38,66990.0
ENSP00000348489,J3KNZ9,103769.0
ENSP00000222254,O00459,81545.0
ENSP00000353452,Q15746,210715.0
ENSP00000215659,P53778,41940.0
ENSP00000442563,Q9UHN1,54911.0
ENSP00000261609,O95714,527228.0
ENSP00000467556,Q9UKJ3,164197.0
ENSP00000348714,O15033,94223.0
ENSP00000324741,Q8WVR3,62597.0
ENSP00000451752,,
ENSP00000252015,Q8TEL6,90852.0
ENSP00000251119,Q68DK2,284603.0
ENSP00000436786,Q03164,431764.0
ENSP00000358320,Q9BT43,25334.0
ENSP00000391457,Q6PI98,20643.0
ENSP00000467041,K7ENP7,12994.0
ENSP00000267484,Q16799,83618.0
ENSP00000383808,E9PFB9,151321.0
ENSP00000282041,Q9HCE0,292481.0
ENSP00000388241,Q9ULI4,194590.0
ENSP00000314608,Q9NVR0,80148.0
ENSP00000335261,Q9NVH6,49518.0
ENSP00000303634,Q14114,105634.0
ENSP00000453508,Q9Y4G6,271613.0
ENSP00000364550,P41229,175720.0
ENSP00000339801,P22304,61873.0
ENSP00000386239,Q96HA7,150929.0
ENSP00000255674,Q86VV8,248630.0
ENSP00000302530,O43683,122375.0
ENSP00000388311,Q96IR2,113133.0
ENSP00000442068,Q99618,28998.0
ENSP00000263208,P54198,111835.0
ENSP00000451605,Q01726,34706.0
ENSP00000320295,Q13509,50433.0
ENSP00000395538,O15417,314519.0
ENSP00000349560,P61018,23587.0
ENSP00000333837,P52815,21348.0
ENSP00000359423,Q13496,69932.0
ENSP00000320347,Q96NJ6,57662.0
ENSP00000331845,Q5THK1,237300.0
ENSP00000455507,A6NGQ3,973004.0
ENSP00000381859,Q96B49,8002.0
ENSP00000365255,Q9UPS8,196411.0
ENSP00000485659,P98088,585570.0
ENSP00000295888,Q8IZQ1,395258.0
ENSP00000482907,A0A087WZV0,144362.0
ENSP00000352463,Q9UGU0,211771.0
ENSP00000350676,Q9UPP1,117864.0
ENSP00000365505,Q04941,16691.0
ENSP00000365016,Q9Y4H2,137334.0
ENSP00000240874,O60229,340261.0
ENSP00000478104,Q5THJ4,491916.0
ENSP00000336740,P53667,72585.0
ENSP00000418960,P38398,207721.0
ENSP00000363216,Q9ULD0,114481.0
ENSP00000348349,B2RTY4,292706.0
ENSP00000222345,O60292,194610.0
ENSP00000229379,P12074,12155.0
ENSP00000317404,Q8NET6,38920.0
ENSP00000306983,Q9ULM3,150782.0
ENSP00000363329,O15431,21091.0
ENSP00000359795,Q8TF65,34354.0
ENSP00000368982,Q9BVA0,72334.0
ENSP00000439479,F5H269,340244.0
ENSP00000262850,Q5VZM2,43250.0
ENSP00000342889,P53803,7004.0
ENSP00000269844,,136826.7923
ENSP00000339835,Q6NXT2,15214.0
ENSP00000215906,Q6ICH7,41699.0
ENSP00000365131,A0A7P0MQS5,116328.0
ENSP00000428182,A0A0C4DH75,66807.0
ENSP00000292475,P56134,10918.0
ENSP00000363211,,
ENSP00000325562,Q5TGZ0,8808.0
ENSP00000225504,P63272,13193.0
ENSP00000370119,Q16637,31849.0
