string_external_id,abundance,ENSPID,UniProtID,MolecularWeight
9606.ENSP00000367355,93.6,ENSP00000367355,A5YM69,53287.0
9606.ENSP00000470152,93.5,ENSP00000470152,Q9Y4J8,83901.0
9606.ENSP00000370966,93.5,ENSP00000370966,O95825,38697.0
9606.ENSP00000300249,93.5,ENSP00000300249,Q15555,37031.0
9606.ENSP00000367346,93.4,ENSP00000367346,Q5TEU4,38918.0
9606.ENSP00000264451,93.4,ENSP00000264451,Q6PML9,63515.0
9606.ENSP00000308405,93.2,ENSP00000308405,Q71UI9,13509.0
9606.ENSP00000296417,93.2,ENSP00000296417,P0C0S5,13553.0
9606.ENSP00000243997,93.1,ENSP00000243997,P56381,5780.0
9606.ENSP00000370414,93.1,ENSP00000370414,,
9606.ENSP00000307684,93.1,ENSP00000307684,O75528,48902.0
9606.ENSP00000356426,93.1,ENSP00000356426,Q9NYJ8,76494.0
9606.ENSP00000355877,93.1,ENSP00000355877,Q5VT66,37499.0
9606.ENSP00000344816,93.0,ENSP00000344816,Q9NW68,47163.0
9606.ENSP00000322730,93.0,ENSP00000322730,Q9NQX7,30224.0
9606.ENSP00000383840,93.0,ENSP00000383840,Q9Y4U1,31728.0
9606.ENSP00000436767,92.9,ENSP00000436767,B0QZA9,42432.0
9606.ENSP00000323047,92.9,ENSP00000323047,Q9BT17,37237.0
9606.ENSP00000376168,92.9,ENSP00000376168,A8MT69,8959.0
9606.ENSP00000263985,92.8,ENSP00000263985,O75879,61864.0
9606.ENSP00000240488,92.8,ENSP00000240488,Q9BWT6,23753.0
9606.ENSP00000223273,92.8,ENSP00000223273,Q9NRH1,25299.0
9606.ENSP00000321656,92.7,ENSP00000321656,P30307,53365.0
9606.ENSP00000446872,92.7,ENSP00000446872,O43716,15086.0
9606.ENSP00000320434,92.6,ENSP00000320434,Q9UBT7,81896.0
9606.ENSP00000362566,92.6,ENSP00000362566,P84074,22427.0
9606.ENSP00000483786,92.6,ENSP00000483786,P37235,22313.0
9606.ENSP00000262990,92.6,ENSP00000262990,Q9Y3S2,36201.0
9606.ENSP00000369777,92.6,ENSP00000369777,Q9H5H4,60229.0
9606.ENSP00000357883,92.5,ENSP00000357883,Q99755,62633.0
9606.ENSP00000358778,92.5,ENSP00000358778,Q5T3J3,84568.0
9606.ENSP00000320821,92.5,ENSP00000320821,O43896,122947.0
9606.ENSP00000320092,92.5,ENSP00000320092,Q99963,39285.0
9606.ENSP00000441831,92.5,ENSP00000441831,Q9Y2H6,131852.0
9606.ENSP00000394071,92.4,ENSP00000394071,P31150,50583.0
9606.ENSP00000261226,92.4,ENSP00000261226,Q9ULS5,53785.0
9606.ENSP00000420477,92.3,ENSP00000420477,O15069,161101.0
9606.ENSP00000320688,92.3,ENSP00000320688,Q96CQ1,34283.0
9606.ENSP00000418842,92.3,ENSP00000418842,P56556,15137.0
9606.ENSP00000263125,92.3,ENSP00000263125,Q04759,81865.0
9606.ENSP00000450524,92.3,ENSP00000450524,A6NCE7,14628.0
9606.ENSP00000268607,92.3,ENSP00000268607,Q9GZQ8,14688.0
9606.ENSP00000368924,92.3,ENSP00000368924,,
9606.ENSP00000406209,92.3,ENSP00000406209,Q9Y6I3,60293.0
9606.ENSP00000413218,92.2,ENSP00000413218,A0A0A0MT35,26410.0
9606.ENSP00000358857,92.2,ENSP00000358857,P50402,28994.0
9606.ENSP00000417510,92.2,ENSP00000417510,Q8NEM7,85789.0
9606.ENSP00000439065,92.1,ENSP00000439065,E7EVH7,82482.0
9606.ENSP00000369674,92.1,ENSP00000369674,Q8WUZ0,23468.0
9606.ENSP00000329558,92.1,ENSP00000329558,Q8TAA5,25431.0
9606.ENSP00000360730,92.1,ENSP00000360730,P78552,48760.0
9606.ENSP00000326817,92.0,ENSP00000326817,Q8N9N7,26754.0
9606.ENSP00000484532,91.9,ENSP00000484532,Q9H081,24140.0
9606.ENSP00000358059,91.9,ENSP00000358059,Q8WWV3,43590.0
9606.ENSP00000267859,91.9,ENSP00000267859,,
9606.ENSP00000262879,91.8,ENSP00000262879,Q86X10,166799.0
9606.ENSP00000234310,91.8,ENSP00000234310,P63098,19300.0
9606.ENSP00000368686,91.8,ENSP00000368686,Q16254,43960.0
9606.ENSP00000359297,91.8,ENSP00000359297,Q15738,41900.0
9606.ENSP00000480824,91.7,ENSP00000480824,Q9C010,8468.0
9606.ENSP00000357453,91.7,ENSP00000357453,P33908,72969.0
9606.ENSP00000215941,91.7,ENSP00000215941,Q6NXT1,32505.0
9606.ENSP00000276185,91.7,ENSP00000276185,Q5JV73,195652.0
9606.ENSP00000328835,91.7,ENSP00000328835,Q969P6,69872.0
9606.ENSP00000239666,91.6,ENSP00000239666,Q5EBL8,16131.0
9606.ENSP00000360327,91.6,ENSP00000360327,Q7L3T8,53263.0
9606.ENSP00000343526,91.6,ENSP00000343526,O94782,88207.0
9606.ENSP00000337446,91.6,ENSP00000337446,Q14849,50502.0
9606.ENSP00000355568,91.5,ENSP00000355568,Q7Z5L9,61025.0
9606.ENSP00000362936,91.5,ENSP00000362936,Q9NX07,32499.0
9606.ENSP00000370214,91.5,ENSP00000370214,Q9BU64,33786.0
9606.ENSP00000469880,91.5,ENSP00000469880,Q8IV63,52881.0
9606.ENSP00000361927,91.4,ENSP00000361927,P55795,49264.0
9606.ENSP00000421689,91.4,ENSP00000421689,A0A5F9W493,40590.0
9606.ENSP00000369126,91.4,ENSP00000369126,Q8N752,39086.0
9606.ENSP00000484803,91.4,ENSP00000484803,,
9606.ENSP00000289528,91.4,ENSP00000289528,Q8WV99,28023.0
9606.ENSP00000394899,91.4,ENSP00000394899,Q9NW97,27759.0
9606.ENSP00000329452,91.4,ENSP00000329452,Q9BQT8,33303.0
9606.ENSP00000347581,91.4,ENSP00000347581,,
9606.ENSP00000272732,91.4,ENSP00000272732,Q0VDG4,48544.0
9606.ENSP00000355580,91.3,ENSP00000355580,O00180,38143.0
9606.ENSP00000424191,91.3,ENSP00000424191,Q53HV7,29862.0
9606.ENSP00000380869,91.3,ENSP00000380869,Q8WUD1,24214.0
9606.ENSP00000355511,91.2,ENSP00000355511,P26374,74071.0
9606.ENSP00000324729,91.2,ENSP00000324729,Q9H4B6,44634.0
9606.ENSP00000216124,91.1,ENSP00000216124,A0A0C4DFZ2,53806.0
9606.ENSP00000420875,91.1,ENSP00000420875,Q96G75,44414.0
9606.ENSP00000264771,91.1,ENSP00000264771,Q9BSA9,55615.0
9606.ENSP00000265044,91.0,ENSP00000265044,Q9UNL2,21080.0
9606.ENSP00000368447,91.0,ENSP00000368447,Q8IXQ4,38142.0
9606.ENSP00000256255,91.0,ENSP00000256255,Q96BY9,36975.0
9606.ENSP00000344241,91.0,ENSP00000344241,Q9UDW3,19971.0
9606.ENSP00000347345,91.0,ENSP00000347345,Q9Y535,22918.0
9606.ENSP00000301327,90.9,ENSP00000301327,Q96ES6,42696.0
9606.ENSP00000218340,90.9,ENSP00000218340,O75695,39641.0
9606.ENSP00000361616,90.8,ENSP00000361616,Q86VU5,28809.0
9606.ENSP00000390331,90.8,ENSP00000390331,I3L0E3,25720.0
9606.ENSP00000285298,90.8,ENSP00000285298,Q9Y2R5,14502.0
9606.ENSP00000371559,90.8,ENSP00000371559,Q53HC9,43603.0
9606.ENSP00000364579,90.8,ENSP00000364579,Q5TC63,38554.0
9606.ENSP00000317891,90.8,ENSP00000317891,Q15025,71864.0
9606.ENSP00000281543,90.8,ENSP00000281543,Q8N442,74328.0
9606.ENSP00000322579,90.7,ENSP00000322579,Q9BUL5,43818.0
9606.ENSP00000332576,90.7,ENSP00000332576,Q969R2,101266.0
9606.ENSP00000462337,90.7,ENSP00000462337,Q14119,56931.0
9606.ENSP00000351138,90.7,ENSP00000351138,Q7L4E1,65531.0
9606.ENSP00000264926,90.7,ENSP00000264926,Q9NS91,56223.0
9606.ENSP00000299166,90.6,ENSP00000299166,O95169,21766.0
9606.ENSP00000369820,90.6,ENSP00000369820,P37287,54127.0
9606.ENSP00000268383,90.6,ENSP00000268383,Q01850,51855.0
9606.ENSP00000353512,90.6,ENSP00000353512,Q8IXQ6,96343.0
9606.ENSP00000358126,90.5,ENSP00000358126,,
9606.ENSP00000379290,90.5,ENSP00000379290,O75363,61709.0
9606.ENSP00000379366,90.4,ENSP00000379366,Q7L9L4,25091.0
9606.ENSP00000203630,90.4,ENSP00000203630,Q15773,28147.0
9606.ENSP00000370010,90.4,ENSP00000370010,P62328,5053.0
9606.ENSP00000312143,90.4,ENSP00000312143,Q68CZ2,155266.0
9606.ENSP00000378570,90.4,ENSP00000378570,P0DMM9,34196.0
9606.ENSP00000353600,90.4,ENSP00000353600,P0DMN0,34196.0
9606.ENSP00000287878,90.4,ENSP00000287878,Q9UGJ0,63066.0
9606.ENSP00000256441,90.3,ENSP00000256441,P82909,11466.0
9606.ENSP00000322469,90.3,ENSP00000322469,Q5JPI3,37541.0
9606.ENSP00000252996,90.3,ENSP00000252996,O00268,110114.0
9606.ENSP00000386488,90.2,ENSP00000386488,Q8N5P1,33576.0
9606.ENSP00000360296,90.2,ENSP00000360296,O14495,35116.0
9606.ENSP00000395983,90.1,ENSP00000395983,,
9606.ENSP00000425556,90.1,ENSP00000425556,Q8WX93,150564.0
9606.ENSP00000340505,90.1,ENSP00000340505,Q96LD8,24107.0
9606.ENSP00000480916,90.1,ENSP00000480916,A0A087WXD1,80216.0
9606.ENSP00000383820,90.1,ENSP00000383820,Q8N108,57983.0
9606.ENSP00000368314,90.0,ENSP00000368314,Q92823,143890.0
9606.ENSP00000334140,90.0,ENSP00000334140,Q6PID8,49098.0
9606.ENSP00000373301,90.0,ENSP00000373301,O60239,50425.0
9606.ENSP00000280665,89.9,ENSP00000280665,Q8IZD4,67723.0
9606.ENSP00000456782,89.9,ENSP00000456782,Q9NXF8,35140.0
9606.ENSP00000263980,89.8,ENSP00000263980,P19634,90763.0
9606.ENSP00000380074,89.8,ENSP00000380074,Q8NBW4,63776.0
9606.ENSP00000426237,89.8,ENSP00000426237,Q86VE9,47009.0
9606.ENSP00000238651,89.8,ENSP00000238651,P49753,53218.0
9606.ENSP00000336923,89.8,ENSP00000336923,A1A4S6,89375.0
9606.ENSP00000306220,89.7,ENSP00000306220,Q8N4V1,14686.0
9606.ENSP00000381773,89.7,ENSP00000381773,O95985,96662.0
9606.ENSP00000307975,89.7,ENSP00000307975,O95568,42148.0
9606.ENSP00000348108,89.7,ENSP00000348108,O75525,38800.0
9606.ENSP00000217901,89.6,ENSP00000217901,P51553,42794.0
9606.ENSP00000280346,89.6,ENSP00000280346,P10515,68997.0
9606.ENSP00000254810,89.6,ENSP00000254810,P84243,15328.0
9606.ENSP00000355778,89.6,ENSP00000355778,P84243,15328.0
9606.ENSP00000264758,89.6,ENSP00000264758,P35611,80955.0
9606.ENSP00000432886,89.6,ENSP00000432886,Q96LT9,58575.0
9606.ENSP00000303570,89.6,ENSP00000303570,Q8IV38,49299.0
9606.ENSP00000354415,89.5,ENSP00000354415,Q9BPX6,54351.0
9606.ENSP00000302232,89.5,ENSP00000302232,Q96Q83,33375.0
9606.ENSP00000249396,89.5,ENSP00000249396,Q8IXJ6,43182.0
9606.ENSP00000323421,89.5,ENSP00000323421,Q14683,143233.0
9606.ENSP00000240333,89.5,ENSP00000240333,P78383,35760.0
9606.ENSP00000280614,89.5,ENSP00000280614,Q9UK39,48196.0
9606.ENSP00000407586,89.5,ENSP00000407586,P01112,21298.0
9606.ENSP00000287675,89.4,ENSP00000287675,Q9Y2C4,41085.0
9606.ENSP00000294952,89.4,ENSP00000294952,Q6ZMI0,88314.0
9606.ENSP00000358674,89.4,ENSP00000358674,P11441,17777.0
9606.ENSP00000381824,89.3,ENSP00000381824,H9KVA8,25940.0
9606.ENSP00000353850,89.3,ENSP00000353850,O14713,21782.0
9606.ENSP00000351075,89.2,ENSP00000351075,Q9UGT4,90208.0
9606.ENSP00000358541,89.2,ENSP00000358541,Q9BRV8,23721.0
9606.ENSP00000192788,89.2,ENSP00000192788,Q6BDS2,159485.0
9606.ENSP00000265437,89.1,ENSP00000265437,Q9NRC1,67166.0
9606.ENSP00000387307,89.1,ENSP00000387307,Q9H0N0,28355.0
9606.ENSP00000206474,89.0,ENSP00000206474,Q9H6D7,42400.0
9606.ENSP00000420176,89.0,ENSP00000420176,Q9NR33,12209.0
9606.ENSP00000305071,88.9,ENSP00000305071,O14593,28102.0
9606.ENSP00000261461,88.9,ENSP00000261461,Q15172,56194.0
9606.ENSP00000354622,88.9,ENSP00000354622,Q96C34,67643.0
9606.ENSP00000300935,88.8,ENSP00000300935,P61006,23668.0
9606.ENSP00000366452,88.8,ENSP00000366452,Q9NRS6,38291.0
9606.ENSP00000170564,88.8,ENSP00000170564,Q9BRR8,103345.0
9606.ENSP00000365063,88.8,ENSP00000365063,Q7L211,38548.0
9606.ENSP00000406463,88.7,ENSP00000406463,Q99615,56441.0
9606.ENSP00000368981,88.7,ENSP00000368981,Q9H1N7,44593.0
9606.ENSP00000400168,88.7,ENSP00000400168,G3V325,84110.0
9606.ENSP00000267202,88.6,ENSP00000267202,Q9H9H4,31307.0
9606.ENSP00000364398,88.5,ENSP00000364398,Q5JVS0,45785.0
9606.ENSP00000299335,88.5,ENSP00000299335,Q9Y6N1,31430.0
9606.ENSP00000365807,88.5,ENSP00000365807,O95837,41571.0
9606.ENSP00000379869,88.4,ENSP00000379869,Q8TE02,33197.0
9606.ENSP00000282058,88.4,ENSP00000282058,Q96CS2,31863.0
9606.ENSP00000040738,88.4,ENSP00000040738,Q8NFC6,330466.0
9606.ENSP00000347277,88.4,ENSP00000347277,Q86TS9,13664.0
9606.ENSP00000308741,88.4,ENSP00000308741,O15516,95304.0
9606.ENSP00000218224,88.4,ENSP00000218224,O60828,30472.0
9606.ENSP00000225567,88.4,ENSP00000225567,O14653,24775.0
9606.ENSP00000258052,88.3,ENSP00000258052,O60906,47646.0
9606.ENSP00000404122,88.3,ENSP00000404122,Q96LB3,69239.0
9606.ENSP00000462333,88.3,ENSP00000462333,Q8NFI3,83987.0
9606.ENSP00000292852,88.3,ENSP00000292852,Q96EF6,31479.0
9606.ENSP00000312224,88.2,ENSP00000312224,Q96FN9,18660.0
9606.ENSP00000357625,88.2,ENSP00000357625,Q12983,21541.0
9606.ENSP00000304670,88.1,ENSP00000304670,Q5M7Z0,49710.0
9606.ENSP00000358777,88.1,ENSP00000358777,Q15904,52026.0
9606.ENSP00000239231,88.1,ENSP00000239231,Q9H999,41094.0
9606.ENSP00000359505,88.1,ENSP00000359505,Q5VUM1,12213.0
9606.ENSP00000299563,88.1,ENSP00000299563,Q8NCN4,77194.0
9606.ENSP00000317272,88.1,ENSP00000317272,P08581,155541.0
9606.ENSP00000319482,88.0,ENSP00000319482,Q8IWE4,34291.0
9606.ENSP00000264071,88.0,ENSP00000264071,P04350,49586.0
9606.ENSP00000359819,88.0,ENSP00000359819,Q9UJG1,24086.0
9606.ENSP00000337618,88.0,ENSP00000337618,Q8N8Q9,39185.0
9606.ENSP00000370430,87.9,ENSP00000370430,P41247,27980.0
9606.ENSP00000261789,87.9,ENSP00000261789,O15321,68861.0
9606.ENSP00000433967,87.9,ENSP00000433967,E9PSI1,92387.0
9606.ENSP00000409463,87.9,ENSP00000409463,Q8NDX6,21857.0
9606.ENSP00000439937,87.8,ENSP00000439937,Q9NSC5,39836.0
9606.ENSP00000401115,87.8,ENSP00000401115,Q9UHA2,8835.0
9606.ENSP00000314508,87.7,ENSP00000314508,P04062,59716.0
9606.ENSP00000291906,87.7,ENSP00000291906,Q6P5Z2,99421.0
9606.ENSP00000223528,87.7,ENSP00000223528,O75072,53724.0
9606.ENSP00000386862,87.7,ENSP00000386862,Q9P0V3,107496.0
9606.ENSP00000354425,87.6,ENSP00000354425,A0A0C4DFT8,87537.0
9606.ENSP00000364965,87.6,ENSP00000364965,Q96T21,95462.0
9606.ENSP00000251166,87.6,ENSP00000251166,P57737,100605.0
9606.ENSP00000460885,87.6,ENSP00000460885,A0A0A6YYL4,114166.0
9606.ENSP00000233379,87.5,ENSP00000233379,Q96GK7,34596.0
9606.ENSP00000410470,87.5,ENSP00000410470,Q6P2I3,34613.0
9606.ENSP00000245960,87.5,ENSP00000245960,P30305,64987.0
9606.ENSP00000215917,87.5,ENSP00000215917,Q9UH36,38573.0
9606.ENSP00000348211,87.5,ENSP00000348211,Q96AG3,46174.0
9606.ENSP00000482032,87.5,ENSP00000482032,Q92551,50236.0
9606.ENSP00000321826,87.5,ENSP00000321826,Q5T5C0,127573.0
9606.ENSP00000287078,87.5,ENSP00000287078,Q2T9J0,59309.0
9606.ENSP00000264313,87.3,ENSP00000264313,Q9P270,62543.0
9606.ENSP00000284551,87.3,ENSP00000284551,Q96F44,52774.0
9606.ENSP00000324105,87.3,ENSP00000324105,P13929,46987.0
9606.ENSP00000290524,87.3,ENSP00000290524,P48382,65323.0
9606.ENSP00000356848,87.2,ENSP00000356848,Q96BN2,37382.0
9606.ENSP00000262301,87.2,ENSP00000262301,Q96S06,64873.0
9606.ENSP00000287706,87.2,ENSP00000287706,Q96AB6,34677.0
9606.ENSP00000427108,87.2,ENSP00000427108,Q9NXV6,61125.0
9606.ENSP00000411096,87.2,ENSP00000411096,A0A0A0MT16,576160.0
9606.ENSP00000310301,87.2,ENSP00000310301,Q02447,81925.0
9606.ENSP00000332973,87.1,ENSP00000332973,P84022,48081.0
9606.ENSP00000216237,87.1,ENSP00000216237,Q969R5,79110.0
9606.ENSP00000277570,87.1,ENSP00000277570,Q86WR7,45802.0
9606.ENSP00000287152,87.1,ENSP00000287152,Q6ZMV9,92569.0
9606.ENSP00000270233,87.1,ENSP00000270233,P50895,67405.0
9606.ENSP00000358510,87.0,ENSP00000358510,Q9BWH2,20676.0
9606.ENSP00000321320,87.0,ENSP00000321320,Q9BTY7,42129.0
9606.ENSP00000366565,87.0,ENSP00000366565,Q9UK41,25425.0
9606.ENSP00000258886,86.9,ENSP00000258886,P48200,105059.0
9606.ENSP00000461388,86.9,ENSP00000461388,Q8WZ82,24418.0
9606.ENSP00000290246,86.9,ENSP00000290246,Q96JJ3,82615.0
9606.ENSP00000235532,86.8,ENSP00000235532,Q8WVF1,44586.0
9606.ENSP00000408979,86.8,ENSP00000408979,Q12840,117378.0
9606.ENSP00000298317,86.8,ENSP00000298317,Q96CM3,42205.0
9606.ENSP00000360421,86.8,ENSP00000360421,Q9Y546,48571.0
9606.ENSP00000272902,86.7,ENSP00000272902,Q8NBK3,40556.0
9606.ENSP00000301671,86.7,ENSP00000301671,Q8N2G8,57523.0
9606.ENSP00000393795,86.6,ENSP00000393795,,
9606.ENSP00000256196,86.6,ENSP00000256196,P62070,23400.0
9606.ENSP00000327179,86.6,ENSP00000327179,Q969X6,76890.0
9606.ENSP00000254442,86.6,ENSP00000254442,Q9Y4E6,163810.0
9606.ENSP00000292539,86.6,ENSP00000292539,Q96I34,57811.0
9606.ENSP00000301019,86.5,ENSP00000301019,Q9H211,60390.0
9606.ENSP00000156109,86.5,ENSP00000156109,Q92917,52229.0
9606.ENSP00000222329,86.5,ENSP00000222329,P50548,58703.0
9606.ENSP00000311083,86.5,ENSP00000311083,P61024,9660.0
9606.ENSP00000349087,86.4,ENSP00000349087,Q4ZIN3,67889.0
9606.ENSP00000285071,86.4,ENSP00000285071,Q8NFG4,64473.0
9606.ENSP00000445043,86.4,ENSP00000445043,Q5TBA9,338875.0
9606.ENSP00000380401,86.4,ENSP00000380401,Q8IWF2,77791.0
9606.ENSP00000404991,86.4,ENSP00000404991,A0PK00,40246.0
9606.ENSP00000352941,86.4,ENSP00000352941,Q6PI47,46739.0
9606.ENSP00000453793,86.4,ENSP00000453793,O14770,51790.0
9606.ENSP00000483056,86.3,ENSP00000483056,,
9606.ENSP00000347942,86.3,ENSP00000347942,P07949,124319.0
9606.ENSP00000310547,86.3,ENSP00000310547,Q3MIX3,65828.0
9606.ENSP00000363071,86.3,ENSP00000363071,P17661,53536.0
9606.ENSP00000369857,86.3,ENSP00000369857,Q6UWZ7,46663.0
9606.ENSP00000290663,86.3,ENSP00000290663,Q96G25,29080.0
9606.ENSP00000290649,86.2,ENSP00000290649,Q9UKV5,72996.0
9606.ENSP00000386302,86.2,ENSP00000386302,Q3KRA6,14609.0
9606.ENSP00000342098,86.2,ENSP00000342098,O43278,58398.0
9606.ENSP00000271375,86.2,ENSP00000271375,O95562,17779.0
9606.ENSP00000318977,86.2,ENSP00000318977,Q17RS7,102884.0
9606.ENSP00000372445,86.1,ENSP00000372445,Q9H7H0,50734.0
9606.ENSP00000350934,86.1,ENSP00000350934,Q9H5N1,63543.0
9606.ENSP00000301945,86.1,ENSP00000301945,Q9H6X2,62789.0
9606.ENSP00000248958,86.1,ENSP00000248958,Q9HCN8,23598.0
9606.ENSP00000378416,86.1,ENSP00000378416,P13196,70581.0
9606.ENSP00000382071,86.1,ENSP00000382071,P50747,80760.0
9606.ENSP00000360183,86.1,ENSP00000360183,O14662,37031.0
9606.ENSP00000238714,86.0,ENSP00000238714,Q9BWT3,82803.0
9606.ENSP00000295951,86.0,ENSP00000295951,Q14BN4,95198.0
9606.ENSP00000316512,85.9,ENSP00000316512,Q86UE8,87661.0
9606.ENSP00000386456,85.8,ENSP00000386456,Q2M2I8,103885.0
9606.ENSP00000442682,85.8,ENSP00000442682,O75689,43395.0
9606.ENSP00000361731,85.8,ENSP00000361731,Q9NVG8,46554.0
9606.ENSP00000229281,85.8,ENSP00000229281,Q99622,13178.0
9606.ENSP00000347648,85.8,ENSP00000347648,Q96ME7,64682.0
9606.ENSP00000349486,85.8,ENSP00000349486,Q14160,177724.0
9606.ENSP00000275732,85.8,ENSP00000275732,O75420,114601.0
9606.ENSP00000385689,85.7,ENSP00000385689,Q6IC98,66408.0
9606.ENSP00000404179,85.7,ENSP00000404179,Q8N1I0,225206.0
9606.ENSP00000366673,85.7,ENSP00000366673,O75503,41497.0
9606.ENSP00000264080,85.7,ENSP00000264080,Q9NPR9,60633.0
9606.ENSP00000364883,85.7,ENSP00000364883,Q13825,35609.0
9606.ENSP00000324464,85.6,ENSP00000324464,P48730,47330.0
9606.ENSP00000353791,85.6,ENSP00000353791,P48067,78260.0
9606.ENSP00000358413,85.5,ENSP00000358413,Q9H6R6,47663.0
9606.ENSP00000373565,85.5,ENSP00000373565,Q6ZRV2,127122.0
9606.ENSP00000377007,85.5,ENSP00000377007,Q96H22,39555.0
9606.ENSP00000284061,85.5,ENSP00000284061,P52429,63927.0
9606.ENSP00000315182,85.4,ENSP00000315182,Q6PI26,65125.0
9606.ENSP00000379999,85.4,ENSP00000379999,O60830,18273.0
9606.ENSP00000376945,85.3,ENSP00000376945,Q5XUX1,50760.0
9606.ENSP00000388648,85.3,ENSP00000388648,O14757,54434.0
9606.ENSP00000363458,85.3,ENSP00000363458,Q5SW96,33885.0
9606.ENSP00000269195,85.3,ENSP00000269195,Q10472,64219.0
9606.ENSP00000233154,85.3,ENSP00000233154,O43639,42915.0
9606.ENSP00000367203,85.2,ENSP00000367203,O15550,154177.0
9606.ENSP00000310978,85.2,ENSP00000310978,Q8IUZ5,49711.0
9606.ENSP00000347206,85.2,ENSP00000347206,O43292,67623.0
9606.ENSP00000457408,85.2,ENSP00000457408,O60268,46639.0
9606.ENSP00000361021,85.2,ENSP00000361021,P60484,47166.0
9606.ENSP00000262960,85.2,ENSP00000262960,Q86TI2,98263.0
9606.ENSP00000356389,85.1,ENSP00000356389,Q9NU53,36840.0
9606.ENSP00000365401,85.1,ENSP00000365401,O60826,70756.0
9606.ENSP00000367715,85.0,ENSP00000367715,Q9UHG0,52834.0
9606.ENSP00000357131,85.0,ENSP00000357131,Q8N392,74977.0
9606.ENSP00000378427,85.0,ENSP00000378427,Q7Z6I8,20132.0
9606.ENSP00000450385,85.0,ENSP00000450385,P14649,22764.0
9606.ENSP00000368459,85.0,ENSP00000368459,Q9UHK0,56300.0
9606.ENSP00000446007,85.0,ENSP00000446007,P08670,53652.0
9606.ENSP00000340668,84.9,ENSP00000340668,Q9NWD8,35052.0
9606.ENSP00000296121,84.8,ENSP00000296121,Q96AT1,17465.0
9606.ENSP00000364133,84.8,ENSP00000364133,P36897,55960.0
9606.ENSP00000363746,84.7,ENSP00000363746,O15213,68071.0
9606.ENSP00000357973,84.7,ENSP00000357973,Q8WV93,54845.0
9606.ENSP00000218516,84.6,ENSP00000218516,P06280,48767.0
9606.ENSP00000376902,84.6,ENSP00000376902,Q8N9N5,56494.0
9606.ENSP00000401338,84.6,ENSP00000401338,Q9HCN3,84761.0
9606.ENSP00000356607,84.6,ENSP00000356607,Q86X27,65167.0
9606.ENSP00000378320,84.6,ENSP00000378320,Q9ULT0,96185.0
9606.ENSP00000362027,84.6,ENSP00000362027,Q96GJ1,56476.0
9606.ENSP00000353769,84.5,ENSP00000353769,Q9H7N4,139270.0
9606.ENSP00000416787,84.4,ENSP00000416787,Q8NCW6,68919.0
9606.ENSP00000289921,84.4,ENSP00000289921,Q86V87,82340.0
9606.ENSP00000371110,84.4,ENSP00000371110,O75600,45285.0
9606.ENSP00000344909,84.4,ENSP00000344909,,
9606.ENSP00000382688,84.4,ENSP00000382688,P29375,192095.0
9606.ENSP00000457593,84.3,ENSP00000457593,O94916,165763.0
9606.ENSP00000359740,84.3,ENSP00000359740,Q9Y4E5,121484.0
9606.ENSP00000319417,84.3,ENSP00000319417,Q8IX90,46359.0
9606.ENSP00000361014,84.3,ENSP00000361014,A0A499FIS5,49972.0
9606.ENSP00000298198,84.2,ENSP00000298198,Q6PCE3,70442.0
9606.ENSP00000377470,84.2,ENSP00000377470,P09543,47579.0
9606.ENSP00000319851,84.2,ENSP00000319851,Q8NE62,65358.0
9606.ENSP00000363929,84.2,ENSP00000363929,Q14686,219145.0
9606.ENSP00000365840,84.1,ENSP00000365840,O75354,53246.0
9606.ENSP00000359859,84.1,ENSP00000359859,Q9H4K7,43955.0
9606.ENSP00000303769,84.1,ENSP00000303769,Q7Z591,155139.0
9606.ENSP00000257770,84.0,ENSP00000257770,P21589,63368.0
9606.ENSP00000451000,84.0,ENSP00000451000,Q9Y2K1,82016.0
9606.ENSP00000360270,84.0,ENSP00000360270,Q96E52,60120.0
9606.ENSP00000216513,84.0,ENSP00000216513,Q9UIU6,82933.0
9606.ENSP00000332444,84.0,ENSP00000332444,Q9H0L4,64437.0
9606.ENSP00000359321,83.9,ENSP00000359321,Q9Y483,67090.0
9606.ENSP00000436005,83.9,ENSP00000436005,Q9Y296,24340.0
9606.ENSP00000372221,83.9,ENSP00000372221,P36952,42100.0
9606.ENSP00000312678,83.9,ENSP00000312678,O15344,75251.0
9606.ENSP00000341874,83.9,ENSP00000341874,O14730,59093.0
9606.ENSP00000377566,83.8,ENSP00000377566,Q96BJ8,81467.0
9606.ENSP00000393667,83.8,ENSP00000393667,Q8IXS8,58647.0
9606.ENSP00000199389,83.8,ENSP00000199389,Q9BQI3,71106.0
9606.ENSP00000368152,83.8,ENSP00000368152,Q3KRA9,26483.0
9606.ENSP00000258484,83.7,ENSP00000258484,Q52LR7,91095.0
9606.ENSP00000351536,83.7,ENSP00000351536,Q6ZRP7,77529.0
9606.ENSP00000360623,83.7,ENSP00000360623,Q13415,97350.0
9606.ENSP00000269187,83.7,ENSP00000269187,Q13433,85047.0
9606.ENSP00000362244,83.6,ENSP00000362244,Q3KQU3,92820.0
9606.ENSP00000343658,83.6,ENSP00000343658,O95819,142101.0
9606.ENSP00000465776,83.6,ENSP00000465776,P13994,44802.0
9606.ENSP00000285379,83.6,ENSP00000285379,P00918,29246.0
9606.ENSP00000361540,83.6,ENSP00000361540,Q12834,54723.0
9606.ENSP00000361993,83.6,ENSP00000361993,O60220,10998.0
9606.ENSP00000357750,83.5,ENSP00000357750,O43734,64666.0
